Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
1201	1	-4082.543	-4080.839	-1.704758	0.7646236	0.138324	0.691438	0.427996	0.395823	0.226799	0.123133	0.0905681	0.171263	0.0429263	0.207721	0.132177	0.168358	0.0898574	0.068819	0.232304	0.0935289	0.0231572	0.484188	0.0980031	0.325151	0.321756	0.317915	0.128008	0.232321	0.088012	0.392491	0.946649	2.57285	2.906385
1202	1	-4094.623	-4088.422	-6.200912	1.058755	0.149877	0.4961	0.750834	0.493469	0.262527	0.19922	0.059835	0.224129	0.136931	0.31169	0.0781322	0.158604	0.0346514	0.0510619	0.20017	0.0790498	0.0724754	0.55391	0.0433335	0.434244	0.36193	0.281597	0.124416	0.232058	0.148526	0.493726	1.00909	2.34866	3.356
1203	1	-4087.275	-4080.001	-7.274281	0.8383614	0.13529	0.552859	0.495867	0.575791	0.248075	0.289164	0.098726	0.263427	0.0593712	0.31169	0.11394	0.211495	0.107642	0.0870902	0.193748	0.0851399	0.02992	0.561222	0.0428799	0.3519688	0.365713	0.284111	0.137149	0.213027	0.103692	0.422132	0.967043	2.50713	3.463337
1204	1	-4089.204	-4082.484	-6.720068	1.114296	0.144368	0.416506	0.831157	0.464276	0.325382	0.295193	0.14542	0.216356	0.0516003	0.149898	0.0609279	0.124356	0.182475	0.0819227	0.187264	0.0564688	0.0307979	0.577472	0.0660746	0.3925846	0.32777	0.306181	0.130226	0.235823	0.159178	0.508602	1.01663	2.31559	3.407916
1205	1	-4084.63	-4084.408	-0.2226488	0.831715	0.0939616	0.467732	0.522117	0.323913	0.209914	0.150803	0.168982	0.281509	0.0430606	0.0866891	0.155312	0.151922	0.102258	0.0770705	0.176173	0.108924	0.0241236	0.556902	0.0568072	0.309391	0.373237	0.273657	0.149432	0.203674	0.102287	0.419596	0.96537	2.51275	2.758174
1206	1	-4082.037	-4080.483	-1.554761	0.556855	0.142958	0.494817	0.52305	0.302705	0.257501	0.218865	0.10995	0.224509	0.0751724	0.0866891	0.0799507	0.135289	0.239929	0.0646852	0.179681	0.117949	0.0319943	0.54624	0.0594495	0.2663874	0.353305	0.305393	0.138561	0.202742	0.0443498	0.287421	0.857603	2.81063	2.891385
1207	1	-4081.521	-4080.806	-0.71551	0.6945182	0.138322	0.514965	0.525573	0.438552	0.235193	0.20458	0.117348	0.225073	0.0630965	0.0386067	0.0516981	0.0354359	0.219017	0.11747	0.198059	0.086232	0.0511021	0.521198	0.0259398	0.2055931	0.343712	0.301272	0.122901	0.232115	0.0730177	0.360932	0.92282	2.64323	2.80746
1208	1	-4081.098	-4077.363	-3.735284	0.9162224	0.1797	0.580147	0.556833	0.357955	0.250862	0.180168	0.239172	0.26859	0.125783	0.0224027	0.106335	0.0555076	0.185982	0.0931887	0.257019	0.115288	0.0506837	0.451071	0.0327504	0.3260149	0.328182	0.299366	0.138864	0.233588	0.11995	0.450036	0.984602	2.44541	3.109437
1209	1	-4077.367	-4076.448	-0.9187493	0.8964426	0.167782	0.453271	0.48048	0.397221	0.254713	0.210075	0.156695	0.230246	0.0323066	0.0554385	0.149139	0.0867201	0.153696	0.0922904	0.258056	0.12544	0.0252959	0.478875	0.0200435	0.2601233	0.324598	0.296379	0.128232	0.25079	0.115857	0.443249	0.980472	2.46042	2.827784
1210	1	-4079.31	-4080.846	1.535613	1.156311	0.143689	0.552859	0.390384	0.380584	0.195082	0.125725	0.147233	0.184121	0.0273903	0.0814105	0.15207	0.0139235	0.187876	0.0965793	0.222426	0.122455	0.0359472	0.504862	0.0177295	0.3540158	0.329138	0.294633	0.143093	0.233137	0.167047	0.519172	1.02174	2.29204	2.582347
1211	1	-4083.996	-4080.953	-3.042801	1.058235	0.136115	0.596008	0.593996	0.438477	0.244965	0.168802	0.108545	0.199161	0.0679232	0.117302	0.0478205	0.102499	0.218575	0.0904263	0.20128	0.103423	0.0317566	0.55321	0.0199042	0.3851185	0.313894	0.284972	0.162105	0.239029	0.148425	0.493582	1.00902	2.34898	3.040189
1212	1	-4079.837	-4079.044	-0.7924082	1.134365	0.179854	0.496638	0.576662	0.282247	0.236086	0.242134	0.13023	0.279718	0.00346066	0.104967	0.0542786	0.110907	0.117969	0.0658824	0.257766	0.111092	0.0301926	0.471286	0.0637812	0.3715045	0.334774	0.320596	0.11867	0.225959	0.162957	0.513721	1.01913	2.30419	2.81515
1213	1	-4079.51	-4077.941	-1.569253	0.6695206	0.141138	0.496638	0.530271	0.429207	0.235474	0.193038	0.154176	0.263762	0.0275549	0.0827258	0.0937996	0.116146	0.128904	0.0598513	0.294728	0.102013	0.030824	0.425884	0.0867001	0.3290053	0.341217	0.317657	0.104928	0.236198	0.0676935	0.348787	0.913028	2.67049	2.892834
1214	1	-4081.509	-4083.357	1.848735	1.234177	0.121163	0.388062	0.494489	0.260732	0.235474	0.156593	0.149843	0.292035	0.0607137	0.0785564	0.118863	0.0430229	0.151489	0.0734805	0.287966	0.0817105	0.0807921	0.412687	0.0633638	0.362575	0.340319	0.30324	0.117221	0.23922	0.181192	0.537368	1.03008	2.25136	2.551035
1215	1	-4077.381	-4081.701	4.319894	1.263508	0.123533	0.321787	0.441328	0.277154	0.209047	0.166902	0.16552	0.189665	0.089427	0.0314585	0.0302307	0.105361	0.152506	0.100807	0.304061	0.120716	0.0713801	0.366881	0.0361547	0.3459402	0.321902	0.304295	0.123273	0.25053	0.186374	0.543793	1.03288	2.23695	2.303919
1216	1	-4083.978	-4087.759	3.780743	1.220665	0.154402	0.359735	0.336728	0.427207	0.206661	0.153556	0.0901604	0.149204	0.0627552	0.0463073	0.0310389	0.105361	0.234721	0.0916569	0.270926	0.092592	0.0424869	0.404573	0.0977653	0.3986204	0.342237	0.318874	0.120529	0.218361	0.178778	0.534332	1.02873	2.25816	2.357834
1217	1	-4080.804	-4079.256	-1.547126	0.9800543	0.161789	0.556393	0.444076	0.42827	0.243666	0.131647	0.15996	0.189506	0.0444405	0.153904	0.0334102	0.0855483	0.25801	0.0871337	0.220027	0.0722341	0.048022	0.501333	0.0712501	0.3631643	0.323485	0.311671	0.121855	0.242989	0.132957	0.470673	0.996615	2.39975	2.890621
1218	1	-4076.486	-4073.379	-3.107442	0.6273664	0.192802	0.566163	0.486353	0.362918	0.255205	0.211204	0.115036	0.250672	0.0696622	0.158753	0.0698852	0.0514839	0.256516	0.0705456	0.187813	0.111657	0.0411314	0.547683	0.041171	0.2623484	0.336028	0.293547	0.145619	0.224807	0.0587969	0.327146	0.894663	2.71939	3.046653
1219	1	-4079.939	-4079.878	-0.0611301	0.4649915	0.133912	0.453223	0.469984	0.415448	0.24312	0.186118	0.161833	0.15272	0.0427814	0.0222193	0.0698852	0.18273	0.208045	0.0688408	0.252958	0.13095	0.0466098	0.437449	0.0631923	0.1521728	0.31587	0.305357	0.140438	0.238335	0.0270974	0.228448	0.793023	2.95143	2.742022
1220	1	-4084.332	-4083.706	-0.62646	1.043056	0.185294	0.505847	0.464475	0.39695	0.267069	0.255009	0.155436	0.168171	0.0510298	0.0592807	0.0520198	0.108693	0.129282	0.112434	0.238566	0.0713755	0.0369926	0.469231	0.071401	0.2709843	0.326137	0.298905	0.137353	0.237605	0.145464	0.489321	1.00678	2.35843	2.798555
1221	1	-4087.216	-4085.003	-2.21367	1.269169	0.150245	0.505847	0.506309	0.378867	0.16652	0.155194	0.24431	0.251209	0.0510165	0.123932	0.0790258	0.150234	0.194566	0.0847411	0.179586	0.0811063	0.0891904	0.533202	0.0321734	0.3566748	0.343543	0.281563	0.132568	0.242326	0.187365	0.545008	1.03341	2.23422	2.957276
1222	1	-4081.096	-4082.523	1.427045	0.8625924	0.157101	0.461829	0.391485	0.331274	0.256314	0.15541	0.13752	0.262293	0.0281158	0.0573652	0.121306	0.0659162	0.167274	0.0844735	0.294121	0.119143	0.0525382	0.422279	0.0274449	0.3193997	0.34185	0.309661	0.106457	0.242033	0.108791	0.431165	0.972896	2.48715	2.593204
1223	1	-4080.139	-4081.402	1.262811	1.037972	0.226305	0.412463	0.404029	0.409186	0.166734	0.172705	0.14131	0.156518	0.0318947	0.097992	0.0907796	0.143246	0.156466	0.0965184	0.267317	0.0921162	0.0746769	0.449102	0.0202691	0.3160098	0.330887	0.280813	0.137658	0.250642	0.144468	0.487875	1.00602	2.36164	2.609628
1224	1	-4078.708	-4075.544	-3.163326	1.032076	0.193024	0.550637	0.568641	0.417435	0.210837	0.20072	0.192271	0.228069	0.0613929	0.0397122	0.144075	0.111143	0.134284	0.105889	0.258353	0.0829351	0.0367598	0.502157	0.0139058	0.3579505	0.319838	0.300959	0.132353	0.24685	0.143309	0.486185	1.00512	2.36539	3.052241
1225	1	-4094.763	-4088.525	-6.2374	0.8216699	0.195887	0.499896	0.656561	0.36207	0.201121	0.298538	0.158341	0.315693	0.0691615	0.147783	0.0570538	0.158111	0.239433	0.0816801	0.140552	0.0738768	0.0353853	0.655143	0.0133622	0.2691151	0.355251	0.282205	0.140845	0.221699	0.100161	0.415714	0.962783	2.52134	3.359649
1226	1	-4088.805	-4083.6	-5.205439	1.137645	0.208341	0.505698	0.567941	0.536036	0.226722	0.219293	0.12104	0.205398	0.0303212	0.212383	0.0984716	0.158111	0.166696	0.0905158	0.174398	0.130882	0.030625	0.557399	0.0161811	0.3468691	0.32145	0.305662	0.158696	0.214192	0.163571	0.514545	1.01953	2.30236	3.256453
1227	1	-4082.512	-4079.874	-2.637544	1.211596	0.169762	0.647321	0.508689	0.391727	0.277817	0.17405	0.126983	0.199986	0.0366451	0.151401	0.0241363	0.162338	0.128808	0.0864116	0.264735	0.11719	0.016927	0.468235	0.0465014	0.3396468	0.319622	0.293074	0.141291	0.246012	0.177148	0.532266	1.0278	2.26279	2.999663
1228	1	-4082.852	-4077.255	-5.597113	0.6717242	0.177306	0.672757	0.651204	0.407575	0.285834	0.196259	0.128402	0.188828	0.0644926	0.118581	0.0156225	0.207017	0.181742	0.0611806	0.178364	0.107283	0.0152069	0.572038	0.0659271	0.3113336	0.346632	0.306179	0.133848	0.213341	0.0681618	0.349878	0.913922	2.66804	3.29562
1229	1	-4083.826	-4076.802	-7.024491	0.7495435	0.175145	0.517901	0.613347	0.603133	0.316437	0.243689	0.160807	0.239905	0.0677849	0.180844	0.0429447	0.0751734	0.201247	0.0841238	0.134563	0.0924215	0.0275035	0.59304	0.0683476	0.2904249	0.350064	0.288585	0.134656	0.226695	0.0847869	0.385998	0.94193	2.58729	3.438358
1230	1	-4083.296	-4083.339	0.04217566	0.6779483	0.155294	0.368115	0.482105	0.349526	0.297838	0.212406	0.144272	0.137752	0.0888625	0.181337	0.00580144	0.140207	0.168174	0.073777	0.175456	0.117353	0.0274691	0.523343	0.0826024	0.2359326	0.337205	0.313432	0.128146	0.221217	0.0694856	0.352937	0.916414	2.66116	2.731691
1231	1	-4078.285	-4078.387	0.1018889	0.6889638	0.155852	0.473772	0.491262	0.44272	0.241962	0.181116	0.105299	0.14287	0.0476257	0.158458	0.00678656	0.125124	0.152872	0.0961393	0.162608	0.081764	0.0421537	0.560964	0.0563709	0.2594043	0.343953	0.277673	0.149101	0.229273	0.0718326	0.358276	0.920709	2.64918	2.72572
1232	1	-4085.344	-4082.494	-2.850446	0.8200156	0.122738	0.477254	0.567135	0.359648	0.297515	0.267119	0.113291	0.190386	0.067226	0.171121	0.0310172	0.125124	0.231379	0.0629485	0.227012	0.11609	0.0219258	0.555499	0.0165244	0.3269823	0.339338	0.29656	0.131319	0.232783	0.0998102	0.415069	0.96235	2.52277	3.020953
1233	1	-4080.287	-4076.172	-4.114962	0.607439	0.182281	0.587856	0.675356	0.324032	0.25958	0.209995	0.167691	0.230922	0.0608713	0.0229376	0.109673	0.0848324	0.231379	0.105364	0.191995	0.0837132	0.0551877	0.526529	0.037212	0.2010766	0.328537	0.290095	0.144729	0.236638	0.0546459	0.316382	0.885067	2.7439	3.147405
1234	1	-4075.318	-4075.911	0.5926365	0.9601224	0.126004	0.360778	0.575365	0.367447	0.25958	0.206449	0.12399	0.178065	0.0357491	0.0278112	0.074009	0.122219	0.219179	0.0958644	0.246931	0.102079	0.0347259	0.476259	0.0441411	0.3298382	0.344876	0.292779	0.129629	0.232716	0.12893	0.464428	0.993065	2.41358	2.676645
1235	1	-4074.752	-4075.902	1.149368	0.7527586	0.153722	0.446721	0.454211	0.394029	0.195844	0.212351	0.12399	0.131531	0.100378	0.019042	0.085249	0.122219	0.181684	0.0905105	0.242555	0.108568	0.0529218	0.461231	0.044213	0.3141512	0.329257	0.317703	0.130876	0.222163	0.0854747	0.387395	0.942953	2.58418	2.620972
1236	1	-4078.485	-4078.07	-0.4144348	0.6966679	0.0984329	0.451653	0.486959	0.411439	0.243138	0.256013	0.153644	0.163106	0.0269045	0.0442268	0.10135	0.0988355	0.241651	0.0838162	0.255957	0.0973656	0.015988	0.494815	0.0520575	0.2600701	0.325111	0.308055	0.123757	0.243077	0.0734767	0.361954	0.923627	2.64094	2.777352
1237	1	-4077.777	-4078.53	0.7530587	1.037208	0.151845	0.468555	0.468711	0.357839	0.19074	0.252421	0.114671	0.238441	0.0391309	0.0172081	0.0965915	0.0831633	0.181286	0.104356	0.196237	0.112354	0.0552465	0.506149	0.0256576	0.3135456	0.343993	0.27623	0.138412	0.241366	0.144318	0.487657	1.0059	2.36212	2.660603
1238	1	-4084.314	-4085.213	0.8999536	0.761697	0.168743	0.466796	0.46694	0.321644	0.128666	0.195222	0.0954857	0.319108	0.071427	0.0956488	0.119053	0.0518667	0.145314	0.0788959	0.201708	0.118764	0.0293877	0.503461	0.067783	0.2951624	0.348512	0.271067	0.141904	0.238518	0.0873864	0.391243	0.945749	2.57562	2.645913
1239	1	-4076.012	-4077.113	1.100968	0.9140602	0.1511	0.487483	0.436399	0.342916	0.200197	0.216119	0.148918	0.219777	0.0549389	0.00718266	0.0711811	0.16927	0.120331	0.0962017	0.23335	0.0959162	0.0575156	0.488399	0.0286177	0.3370249	0.32991	0.29222	0.12416	0.253709	0.119504	0.449304	0.98416	2.44703	2.625812
1240	1	-4087.601	-4087.583	-0.01747691	0.6746687	0.138987	0.436621	0.522647	0.322401	0.172866	0.149895	0.1184	0.352307	0.102077	0.0654142	0.0477957	0.09744	0.210806	0.099624	0.20938	0.115463	0.0356145	0.499608	0.0403099	0.2764888	0.380557	0.269198	0.125099	0.225145	0.0687878	0.351329	0.915107	2.66478	2.737656
1241	1	-4078.616	-4079.472	0.8561257	1.105939	0.158438	0.517913	0.43209	0.280425	0.259855	0.229816	0.124169	0.239216	0.0735486	0.0431674	0.056278	0.0601861	0.175195	0.121285	0.204407	0.0742792	0.0433372	0.466425	0.0902667	0.3396595	0.324231	0.301772	0.133226	0.240771	0.157594	0.506432	1.01555	2.32042	2.650296
1242	1	-4078.929	-4079.302	0.372614	1.597041	0.164499	0.459577	0.488463	0.348487	0.278066	0.243968	0.108369	0.23616	0.160408	0.0340559	0.0263489	0.0754165	0.0748287	0.0868333	0.255007	0.105265	0.0552229	0.43812	0.0595512	0.3892425	0.321504	0.31495	0.123114	0.240432	0.239931	0.603951	1.05565	2.10047	2.698647
1243	1	-4085.098	-4090.775	5.67716	1.966257	0.158885	0.278544	0.381902	0.299316	0.177289	0.195519	0.13629	0.155495	0.146366	0.0460787	0.0126851	0.0972095	0.082613	0.0869737	0.255836	0.0930802	0.0629748	0.450598	0.0505381	0.4345154	0.344726	0.302004	0.107619	0.24565	0.289213	0.651377	1.06912	1.99029	2.168193
1244	1	-4076.818	-4080.222	3.404573	1.544982	0.104172	0.39733	0.435086	0.347053	0.212022	0.119817	0.0840066	0.191067	0.103502	0.0999726	0.0822456	0.0959228	0.123255	0.0860498	0.23425	0.0917017	0.0750943	0.473815	0.039089	0.3923644	0.33694	0.30996	0.122187	0.230913	0.232188	0.595876	1.05296	2.11898	2.395451
1245	1	-4081.233	-4078.354	-2.878787	0.81279	0.156595	0.530116	0.494196	0.288247	0.293168	0.151769	0.12106	0.267527	0.177335	0.0776346	0.0447943	0.17075	0.250596	0.0894699	0.251707	0.0846366	0.0523269	0.489472	0.0323872	0.2993468	0.361171	0.27801	0.142129	0.21869	0.0982773	0.412233	0.960437	2.52905	3.023787
1246	1	-4081.069	-4080.668	-0.4012689	1.155936	0.156595	0.409882	0.457523	0.402969	0.306765	0.132479	0.105517	0.250765	0.200952	0.0257755	0.0192346	0.074428	0.233152	0.0982136	0.25323	0.0688623	0.0410801	0.492432	0.0461821	0.372908	0.329121	0.300544	0.120934	0.249401	0.166977	0.51908	1.0217	2.29225	2.776036
1247	1	-4083.077	-4078.136	-4.940809	1.010712	0.151129	0.564533	0.566051	0.431135	0.288692	0.183932	0.0883996	0.306467	0.203608	0.0574039	0.0640828	0.118162	0.206395	0.117998	0.235393	0.0672941	0.0456104	0.510583	0.0231217	0.3788438	0.311333	0.307618	0.118619	0.26243	0.139086	0.479948	1.00175	2.37921	3.22999
1248	1	-4084.043	-4085.019	0.976251	1.021454	0.132069	0.511301	0.428312	0.296126	0.185209	0.169337	0.102139	0.324864	0.115329	0.125392	0.0784298	0.0361461	0.13363	0.111477	0.207604	0.0798814	0.0541811	0.482365	0.0644915	0.3051823	0.352778	0.2856	0.122273	0.239349	0.141214	0.483107	1.00347	2.37221	2.638284
1249	1	-4080.39	-4078.973	-1.417055	0.9267311	0.1414	0.421116	0.547574	0.427389	0.222284	0.185303	0.178629	0.133454	0.069	0.0509406	0.0477104	0.190136	0.26268	0.0836105	0.273745	0.0884377	0.0786858	0.446096	0.0294255	0.3008239	0.349494	0.287615	0.116193	0.246698	0.122113	0.453564	0.986713	2.43761	2.877614
1250	1	-4077.417	-4078.628	1.210654	0.752396	0.158591	0.430172	0.377017	0.31807	0.264513	0.191325	0.131564	0.222727	0.0760128	0.122744	0.0226652	0.0833577	0.216084	0.0920861	0.208191	0.0675323	0.0525801	0.51336	0.06625	0.269256	0.344169	0.286777	0.121332	0.247722	0.0853972	0.387238	0.942838	2.58453	2.614843
1251	1	-4081.856	-4082.473	0.6168987	1.224315	0.163165	0.463986	0.404639	0.279376	0.223685	0.191325	0.188743	0.238665	0.165492	0.0950105	0.0301469	0.125456	0.104529	0.109911	0.205755	0.109965	0.0382089	0.499807	0.0363533	0.3398987	0.359709	0.266734	0.136509	0.237048	0.179432	0.535157	1.0291	2.25632	2.674219
1252	1	-4081.279	-4081.327	0.04852347	0.8518105	0.185824	0.401749	0.430488	0.390692	0.18984	0.228347	0.1712	0.234047	0.072918	0.0682002	0.0557714	0.0313974	0.270585	0.103285	0.189928	0.0768132	0.0287752	0.536233	0.0649649	0.3120467	0.360942	0.28818	0.133253	0.217625	0.106526	0.427186	0.970338	2.49595	2.731056
1253	1	-4084.213	-4082.226	-1.987236	0.832253	0.130074	0.598931	0.462507	0.434419	0.209175	0.230075	0.197411	0.187943	0.0569304	0.0169054	0.100465	0.100223	0.209573	0.0756812	0.155295	0.0880131	0.00832092	0.621879	0.0508112	0.2843994	0.330996	0.285597	0.167877	0.21553	0.102401	0.419802	0.965506	2.51229	2.934632
1254	1	-4076.051	-4076.33	0.2795329	0.8621931	0.174186	0.458396	0.460107	0.405278	0.232777	0.213503	0.102476	0.151675	0.0594363	0.0829812	0.0849259	0.139389	0.142825	0.0844332	0.183631	0.0948733	0.0461128	0.534702	0.0562476	0.2898593	0.336609	0.298549	0.141805	0.223038	0.108707	0.431018	0.972803	2.48747	2.707955
1255	1	-4078.214	-4078.53	0.3151264	0.7457487	0.191586	0.408023	0.535061	0.392664	0.235614	0.218398	0.140116	0.184145	0.0806696	0.0312801	0.0424325	0.100835	0.143571	0.0687686	0.294608	0.108174	0.0474996	0.446026	0.0349235	0.3383445	0.338607	0.313783	0.116766	0.230844	0.0839749	0.384339	0.94071	2.59098	2.704396
1256	1	-4079.937	-4079.184	-0.7528673	0.6351314	0.17232	0.514851	0.436013	0.368262	0.171286	0.256799	0.137787	0.188935	0.203797	0.0814612	0.0529955	0.0941813	0.132509	0.0805681	0.278654	0.107232	0.0663778	0.43837	0.0287981	0.2476301	0.354279	0.285867	0.126669	0.233186	0.0604253	0.331246	0.898236	2.71009	2.811195
1257	1	-4078.736	-4075.283	-3.452224	0.6729286	0.179803	0.426015	0.465161	0.455276	0.278135	0.263353	0.116231	0.25043	0.160054	0.0506274	0.0523957	0.130022	0.253627	0.0681737	0.282385	0.0783606	0.0561665	0.478091	0.0368238	0.2980715	0.346419	0.305559	0.1161	0.231923	0.0684178	0.350472	0.914408	2.6667	3.081131
1258	1	-4085.9	-4077.218	-8.681352	0.5351996	0.180949	0.527016	0.56202	0.55473	0.343014	0.249335	0.192727	0.292382	0.1736	0.112704	0.080927	0.181979	0.152661	0.0767002	0.16449	0.10376	0.0401264	0.60007	0.0148534	0.2302539	0.342997	0.292207	0.147047	0.217749	0.0400829	0.274275	0.844282	2.84136	3.604044
1259	1	-4080.107	-4076.422	-3.685023	0.7353536	0.158028	0.549462	0.528819	0.380988	0.276029	0.26689	0.190898	0.283788	0.0965673	0.0604917	0.112173	0.100744	0.0995326	0.0601291	0.178447	0.108878	0.0374142	0.555912	0.0592197	0.2467001	0.348578	0.30113	0.130509	0.219783	0.0817501	0.379744	0.937297	2.60121	3.104411
1260	1	-4080.779	-4073.976	-6.803029	0.9741224	0.162121	0.660854	0.628439	0.530537	0.317672	0.21784	0.184591	0.269113	0.0708266	0.0424521	0.0740336	0.112017	0.145715	0.0759944	0.233351	0.0911483	0.0146778	0.514183	0.0706453	0.349221	0.316411	0.313608	0.126821	0.24316	0.131762	0.468833	0.995576	2.40383	3.416212
1261	1	-4078.571	-4077.083	-1.487432	0.8283308	0.152808	0.550491	0.487265	0.401979	0.289308	0.178362	0.191626	0.144395	0.0872189	0.0498938	0.0404858	0.148526	0.162293	0.0959515	0.222113	0.131845	0.0259227	0.496131	0.0280371	0.2751313	0.326584	0.299878	0.14553	0.228008	0.101571	0.418295	0.964506	2.51563	2.884652
1262	1	-4077.706	-4076.087	-1.618345	1.066922	0.137371	0.466253	0.556706	0.401979	0.315798	0.180071	0.115526	0.129737	0.163647	0.064411	0.0806693	0.0972	0.188375	0.0810958	0.192922	0.111432	0.0468331	0.517301	0.0504158	0.3600243	0.339407	0.297105	0.129195	0.234293	0.15011	0.495982	1.01026	2.34365	2.897743
1263	1	-4077.134	-4076.238	-0.896	0.7773513	0.18677	0.486005	0.425801	0.401979	0.274085	0.187644	0.158036	0.233923	0.146375	0.0443749	0.0156118	0.146562	0.118341	0.0672835	0.223897	0.0870962	0.0557803	0.49328	0.0726634	0.3186275	0.346911	0.291833	0.122217	0.239039	0.090731	0.397853	0.950476	2.56094	2.825509
1264	1	-4078.2	-4079.086	0.8861597	0.7936166	0.128393	0.466001	0.397692	0.42809	0.220977	0.141629	0.16436	0.161791	0.119568	0.0318967	0.050699	0.0889724	0.247224	0.0903093	0.27199	0.0840096	0.0718278	0.44414	0.0377231	0.2775902	0.349428	0.289928	0.127506	0.233138	0.0941997	0.404551	0.95517	2.54608	2.647293
1265	1	-4087.616	-4084.426	-3.189893	0.740875	0.154005	0.456887	0.488853	0.21459	0.293771	0.244998	0.152298	0.306558	0.164761	0.0285909	0.0569582	0.207976	0.284652	0.082968	0.238512	0.0648379	0.0788663	0.468874	0.0659418	0.300295	0.355847	0.273887	0.123242	0.247024	0.0829319	0.382194	0.939122	2.59575	3.054898
1266	1	-4082.215	-4080.493	-1.721875	1.381497	0.123614	0.428097	0.501216	0.391587	0.215543	0.285661	0.15892	0.198029	0.099452	0.0720408	0.128061	0.166406	0.139468	0.0919689	0.261865	0.0711676	0.0513724	0.45366	0.0699665	0.3823694	0.330765	0.297728	0.123532	0.247975	0.206422	0.567565	1.04263	2.18338	2.908096
1267	1	-4076.816	-4077.708	0.8924505	0.9410668	0.166716	0.496435	0.451504	0.380146	0.2306	0.148722	0.111273	0.177984	0.0680616	0.0409595	0.0913801	0.0793959	0.203487	0.118626	0.253391	0.0959459	0.0119161	0.474924	0.045197	0.3391534	0.331233	0.287565	0.140863	0.240338	0.12505	0.458292	0.989505	2.42715	2.646664
1268	1	-4079.279	-4077.417	-1.861611	1.378019	0.191192	0.470969	0.55565	0.327281	0.21514	0.221268	0.141089	0.185169	0.117817	0.0376071	0.105516	0.1433	0.210072	0.0808488	0.247648	0.108437	0.0228069	0.475762	0.0644969	0.376776	0.342094	0.293228	0.122631	0.242047	0.205849	0.566908	1.04238	2.18487	2.92207
1269	1	-4078.414	-4081.108	2.693541	1.597194	0.169291	0.411948	0.408557	0.357608	0.205575	0.166524	0.144695	0.154503	0.10612	0.0227728	0.0851905	0.0297325	0.204038	0.0837028	0.258712	0.110502	0.0273047	0.475121	0.0446578	0.3846677	0.333531	0.314601	0.131149	0.220719	0.239954	0.603974	1.05565	2.10042	2.466555
1270	1	-4077.903	-4077.912	0.009055059	0.9526272	0.157952	0.483288	0.51944	0.352507	0.201558	0.244324	0.11	0.210327	0.0602464	0.0299843	0.111048	0.156331	0.0979974	0.0941558	0.186994	0.0749299	0.0476612	0.534455	0.0618045	0.3753322	0.354492	0.278101	0.137986	0.229422	0.127407	0.462034	0.991684	2.41887	2.735003
